Date,Firm,To Grade,From Grade,Action,ABV
2012-02-22,DA Davidson,Buy,,main,HLF
2012-02-23,Auriga,Hold,,main,HLF
2012-05-02,Canaccord Genuity,Buy,,main,HLF
2012-05-09,Caris & Co.,Average,,down,HLF
2012-05-11,DA Davidson,Buy,,main,HLF
2012-05-17,Caris & Co.,Buy,,up,HLF
2012-12-21,Argus,Hold,Buy,down,HLF
2013-01-11,Janney Capital,Neutral,Buy,down,HLF
2013-01-11,Barclays,Overweight,,main,HLF
2013-01-17,DA Davidson,Buy,,main,HLF
2013-04-09,D.A. Davidson,Neutral,Buy,down,HLF
2013-04-12,D.A. Davidson,Buy,Neutral,up,HLF
2013-07-24,Makor Capital,Hold,Buy,down,HLF
2013-07-30,Wedbush,Outperform,,main,HLF
2013-07-30,DA Davidson,Buy,,main,HLF
2013-08-21,Argus,Buy,Hold,up,HLF
2013-10-29,DA Davidson,Buy,,main,HLF
2013-10-29,SunTrust Robinson Humphrey,Buy,,main,HLF
2013-12-17,DA Davidson,Buy,,main,HLF
2013-12-17,Canaccord Genuity,Buy,,main,HLF
2013-12-27,Wedbush,Outperform,,main,HLF
2013-12-30,S&P Capital IQ,Sell,Hold,down,HLF
2014-01-21,Barclays,Overweight,,main,HLF
2014-01-21,Barclays,Overweight,,main,HLF
2014-01-23,S&P Capital IQ,Hold,Sell,up,HLF
2014-03-21,Argus Capital,Hold,Buy,down,HLF
2014-10-20,Pivotal Research,Buy,,init,HLF
2014-11-03,SunTrust Robinson Humphrey,Neutral,Buy,down,HLF
2014-11-19,BTIG Research,Buy,,init,HLF
2014-11-21,Barclays,Overweight,,main,HLF
2015-01-05,Buckingham Research,Neutral,Buy,down,HLF
2015-01-15,Barclays,Overweight,,main,HLF
2015-03-03,Canaccord Genuity,Buy,,main,HLF
2015-05-06,Canaccord Genuity,Buy,,main,HLF
2015-08-27,Pivotal Research,Buy,,main,HLF
2017-03-14,Citigroup,Neutral,,init,HLF
2017-04-24,Tigress Financial,Buy,,init,HLF
2017-10-03,Citigroup,Neutral,,main,HLF
2018-02-22,Citigroup,Neutral,Neutral,main,HLF
2018-03-06,Citigroup,Buy,Neutral,up,HLF
2018-10-11,Jefferies,Buy,,init,HLF
2019-08-02,Citi,Buy,,main,HLF
2020-02-20,Citigroup,Buy,,main,HLF
2020-05-08,Citigroup,Buy,,main,HLF
2021-06-29,B. Riley Securities,Buy,,init,HLF
2021-09-16,Citigroup,Buy,,main,HLF
