Date,Firm,To Grade,From Grade,Action,ABV
2012-07-10,JP Morgan,Neutral,,main,LNC
2012-07-18,UBS,Buy,,init,LNC
2012-08-10,UBS,Buy,,main,LNC
2012-10-01,Barclays,Underweight,,main,LNC
2013-01-08,Deutsche Bank,Hold,,init,LNC
2013-01-10,Citigroup,Neutral,,init,LNC
2013-02-15,Deutsche Bank,Hold,,main,LNC
2013-02-27,Bank of America,Buy,Neutral,up,LNC
2013-03-11,Bank of America,Buy,,main,LNC
2013-04-03,JP Morgan,Neutral,,main,LNC
2013-05-16,Credit Suisse,Underperform,Neutral,down,LNC
2013-06-19,Keefe Bruyette & Woods,Market Perform,Outperform,down,LNC
2013-07-18,Deutsche Bank,Buy,Hold,up,LNC
2013-09-04,Barclays,Equal-Weight,Underweight,up,LNC
2013-10-16,Raymond James,Outperform,Strong Buy,down,LNC
2013-11-15,Deutsche Bank,Buy,,main,LNC
2013-11-22,Scotiabank,Sector Underperform,Sector Perform,down,LNC
2014-04-14,Raymond James,Strong Buy,Outperform,down,LNC
2014-04-16,Barclays,Overweight,Equal-Weight,up,LNC
2014-05-01,Keefe Bruyette & Woods,Market Perform,,init,LNC
2014-07-01,JP Morgan,Neutral,,main,LNC
2014-07-09,Citigroup,Neutral,,main,LNC
2014-07-14,Deutsche Bank,Buy,,main,LNC
2014-07-17,Sterne Agee,Neutral,,main,LNC
2014-07-31,Credit Suisse,Underperform,,main,LNC
2014-10-13,Sterne Agee,Neutral,,main,LNC
2014-10-30,Credit Suisse,Underperform,,main,LNC
2014-11-03,Deutsche Bank,Hold,Buy,down,LNC
2014-11-21,Citigroup,Neutral,,main,LNC
2014-11-21,Barclays,Overweight,,main,LNC
2014-12-15,Keefe Bruyette & Woods,Market Perform,,main,LNC
2015-01-07,Deutsche Bank,Hold,,main,LNC
2015-01-27,Keefe Bruyette & Woods,Market Perform,,main,LNC
2015-02-09,Deutsche Bank,Hold,,main,LNC
2015-04-22,Keefe Bruyette & Woods,Market Perform,,main,LNC
2015-04-30,Barclays,Overweight,,main,LNC
2015-05-05,Deutsche Bank,Hold,,main,LNC
2015-05-15,Goldman Sachs,Neutral,,init,LNC
2015-07-02,Citigroup,Neutral,,main,LNC
