Date,Firm,To Grade,From Grade,Action,ABV
2020-08-13,Wedbush,Outperform,,main,VRM
2020-08-13,Wells Fargo,Overweight,,main,VRM
2020-08-14,Benchmark,Hold,Buy,down,VRM
2020-08-26,Piper Sandler,Overweight,,init,VRM
2020-09-09,JP Morgan,Overweight,Neutral,up,VRM
2020-09-22,Goldman Sachs,Buy,Neutral,up,VRM
2020-09-29,Piper Sandler,Overweight,,main,VRM
2020-12-04,Jefferies,Hold,,init,VRM
2020-12-15,Truist Securities,Buy,,init,VRM
2021-04-08,Raymond James,Outperform,,init,VRM
2021-05-13,Raymond James,Outperform,,main,VRM
2021-05-13,JMP Securities,Market Outperform,,main,VRM
2021-08-18,Piper Sandler,Neutral,Overweight,down,VRM
2021-11-11,Raymond James,Outperform,,main,VRM
2021-12-03,Wells Fargo,Overweight,,main,VRM
2021-12-07,JP Morgan,Neutral,Overweight,down,VRM
