Date,Firm,To Grade,From Grade,Action,ABV
2019-05-13,Ladenburg Thalmann,Buy,,init,GNLN
2019-05-13,Cowen & Co.,Outperform,,init,GNLN
2019-05-13,Canaccord Genuity,Speculative Buy,,init,GNLN
2019-05-13,Cowen & Co.,Outperform,,init,GNLN
2019-10-07,Roth Capital,Buy,,main,GNLN
2020-03-31,Northland Capital Markets,Outperform,,main,GNLN
2020-03-31,Roth Capital,Buy,,main,GNLN
2021-04-05,Roth Capital,Buy,,main,GNLN
2021-08-18,Roth Capital,Buy,,main,GNLN
2021-09-03,Roth Capital,Buy,,main,GNLN
2021-09-07,Alliance Global Partners,Buy,,init,GNLN
2021-10-01,Jefferies,Buy,,init,GNLN
