Date,Firm,To Grade,From Grade,Action,ABV
2016-10-11,Raymond James,Outperform,,init,NTB
2016-10-11,Keefe Bruyette & Woods,Outperform,,init,NTB
2016-10-12,Citigroup,Buy,,init,NTB
2016-10-12,Wells Fargo,Market Perform,,init,NTB
2018-04-25,Wells Fargo,Outperform,Outperform,main,NTB
2018-07-30,Raymond James,Outperform,Outperform,main,NTB
2018-11-05,Raymond James,Outperform,Outperform,main,NTB
2019-01-15,Citigroup,Buy,Neutral,up,NTB
2019-01-16,Citigroup,Buy,Neutral,up,NTB
2019-07-01,Wells Fargo,Market Perform,Outperform,down,NTB
2019-07-08,Keefe Bruyette & Woods,Market Perform,Outperform,down,NTB
2019-08-29,Raymond James,Outperform,,main,NTB
2019-09-26,Citigroup,Buy,,main,NTB
2019-10-24,Wells Fargo,Market Perform,,main,NTB
2020-02-14,Citigroup,Neutral,,main,NTB
2020-03-24,Citigroup,Neutral,,main,NTB
2020-03-30,Wells Fargo,Overweight,Equal-Weight,up,NTB
2020-05-04,Raymond James,Outperform,,main,NTB
2020-06-02,Wells Fargo,Equal-Weight,Overweight,down,NTB
2020-06-18,Citigroup,Neutral,,main,NTB
2020-07-24,Piper Sandler,Overweight,,main,NTB
2020-07-28,Raymond James,Outperform,,main,NTB
2021-07-29,Raymond James,Outperform,,main,NTB
2021-10-07,Wells Fargo,Equal-Weight,,main,NTB
