Date,Firm,To Grade,From Grade,Action,ABV
2021-07-06,Goldman Sachs,Buy,,init,TASK
2021-07-06,Morgan Stanley,Equal-Weight,,init,TASK
2021-07-06,Baird,Outperform,,init,TASK
2021-07-06,Wells Fargo,Overweight,,init,TASK
2021-07-06,RBC Capital,Outperform,,init,TASK
2021-07-06,William Blair,Outperform,,init,TASK
2021-07-06,B of A Securities,Buy,,init,TASK
2021-07-09,BTIG,Buy,,init,TASK
2021-09-14,B of A Securities,Neutral,Buy,down,TASK
2021-11-11,RBC Capital,Outperform,,main,TASK
2021-12-13,Morgan Stanley,Overweight,Equal-Weight,up,TASK
2022-01-06,B of A Securities,Buy,Neutral,up,TASK
