,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,,,-2076000000.0,9846000000.0,-8771000000.0,17786000000.0,31840000000.0,0.0,11142000000.0,2912000000.0,,,,,5632000000.0,31840000000.0,20698000000.0,0.0,-13218000000.0,,-7708000000.0,-9323000000.0,SAN
2019-12-31,,,12543000000.0,10588000000.0,6515000000.0,19757000000.0,40936000000.0,0.0,17153000000.0,4026000000.0,,,,,4427000000.0,40936000000.0,23783000000.0,0.0,-4610000000.0,,8116000000.0,5920000000.0,SAN
2018-12-31,,,14201000000.0,10889000000.0,7810000000.0,19797000000.0,39326000000.0,0.0,16759000000.0,2770000000.0,,,,,4886000000.0,39326000000.0,22567000000.0,0.0,-2558000000.0,,9315000000.0,7250000000.0,SAN
2017-12-31,,,12091000000.0,12344000000.0,6619000000.0,22410000000.0,39402000000.0,0.0,13236000000.0,3756000000.0,,,,,3884000000.0,39402000000.0,26166000000.0,0.0,-1145000000.0,,8207000000.0,6224000000.0,SAN
