,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,,,122842000.0,-7333000.0,100560000.0,1718543000.0,2371359000.0,531216000.0,531216000.0,,-226591000.0,,,,22803000.0,12325995000.0,11794779000.0,9954636000.0,-408374000.0,,100039000.0,70421000.0,WCC
2019-12-31,,,282061000.0,-6812000.0,223426000.0,1168611000.0,1581461000.0,350743000.0,350743000.0,,-69410000.0,,,,59863000.0,8358917000.0,8008174000.0,6777456000.0,-68682000.0,,222198000.0,223426000.0,WCC
2018-12-31,,,281025000.0,-5584000.0,227343000.0,1150066000.0,1567381000.0,354318000.0,354318000.0,,-68661000.0,,,,55670000.0,8176601000.0,7822283000.0,6609220000.0,-73293000.0,,225355000.0,227343000.0,WCC
2017-12-31,,,252440000.0,-3596000.0,163460000.0,1099799000.0,1484655000.0,320839000.0,320839000.0,,-68399000.0,,,,89307000.0,7679021000.0,7358182000.0,6194366000.0,-68399000.0,,163133000.0,163460000.0,WCC
