,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,,,-2408000000.0,,-1857000000.0,862000000.0,1720000000.0,-897000000.0,-897000000.0,,-64000000.0,,,,-551000000.0,22284000000.0,23181000000.0,20564000000.0,-1511000000.0,,-1857000000.0,-1857000000.0,IMO
2019-12-31,,,2046000000.0,,2200000000.0,1043000000.0,4728000000.0,2040000000.0,2040000000.0,,-93000000.0,,,,-154000000.0,34002000000.0,31962000000.0,29274000000.0,6000000.0,,2200000000.0,2200000000.0,IMO
2018-12-31,,,3073000000.0,,2314000000.0,1015000000.0,5635000000.0,3092000000.0,3092000000.0,,-108000000.0,,,,759000000.0,34964000000.0,31872000000.0,29329000000.0,-19000000.0,,2314000000.0,2314000000.0,IMO
2017-12-31,,,582000000.0,,490000000.0,1005000000.0,3721000000.0,361000000.0,361000000.0,,-78000000.0,,,,92000000.0,29125000000.0,28764000000.0,25404000000.0,221000000.0,,490000000.0,490000000.0,IMO
