,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,,,5726695000.0,27083098000.0,2002509000.0,2913059000.0,8510305000.0,0.0,5746768000.0,-149522000.0,,,,,609097000.0,8510305000.0,2763537000.0,0.0,-20073000.0,,5117598000.0,1942887000.0,KKR
2019-12-31,,,5168290000.0,19694884000.0,2005049000.0,2908431000.0,7907306000.0,0.0,5168290000.0,-169415000.0,,,,,528750000.0,7907306000.0,2739016000.0,0.0,0.0,,4639540000.0,1971685000.0,KKR
2018-12-31,,,2256848000.0,16732999000.0,1131063000.0,2089477000.0,4199336000.0,0.0,2256848000.0,-146989000.0,,,,,-194098000.0,4199336000.0,1942488000.0,0.0,0.0,,2450946000.0,1100801000.0,KKR
2017-12-31,,,2784368000.0,13476864000.0,1018305000.0,2336692000.0,4999133000.0,0.0,2784368000.0,-121927000.0,,,,,224326000.0,4999133000.0,2214765000.0,0.0,0.0,,2560042000.0,984941000.0,KKR
