,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,5221124.0,,4074467.0,,3213386.0,64676677.0,73656523.0,3758722.0,3758722.0,,,,,,861081.0,134927410.0,131168688.0,61270887.0,315745.0,,3213386.0,-2067723.0,YALA
2019-12-31,1597658.0,,29360569.0,,28924803.0,12370823.0,42911255.0,28942774.0,28942774.0,,,,,,435766.0,63464574.0,34521800.0,20553319.0,417795.0,,28924803.0,15891041.0,YALA
2018-12-31,853127.0,,20504986.0,,20241623.0,7315829.0,28523665.0,20354709.0,20354709.0,,,,,,263363.0,42371174.0,22016465.0,13847509.0,150277.0,,20241623.0,-9083084.0,YALA
