,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,31772000.0,,-52306000.0,,-53225000.0,147989000.0,219242000.0,-583000.0,-583000.0,,-16257000.0,,,,919000.0,368120000.0,368703000.0,148878000.0,-51723000.0,,-53225000.0,-72796000.0,ZETA
2019-12-31,28685000.0,,-37456000.0,,-38465000.0,142863000.0,195666000.0,-10222000.0,-10222000.0,,-15491000.0,,,,1009000.0,306051000.0,316273000.0,110385000.0,-27234000.0,,-38465000.0,-55743000.0,ZETA
