,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,32154000.0,,-41360000.0,,-41360000.0,9544000.0,0.0,-41698000.0,-41698000.0,,,,,,0.0,0.0,41698000.0,0.0,338000.0,,-41360000.0,-49218000.0,IMRA
2019-12-31,19009000.0,,-23463000.0,,-23463000.0,5107000.0,0.0,-24116000.0,-24116000.0,,,,,,0.0,0.0,24116000.0,0.0,653000.0,,-23463000.0,-23463000.0,IMRA
2018-12-31,8239000.0,,-11337000.0,,-11337000.0,2438000.0,0.0,-10677000.0,-10677000.0,,,,,,0.0,0.0,10677000.0,0.0,-660000.0,,-11337000.0,-11337000.0,IMRA
2017-12-31,7918000.0,,221000.0,,221000.0,987000.0,0.0,-8905000.0,-8905000.0,,,,,,0.0,0.0,8905000.0,0.0,9126000.0,,-11337000.0,-11337000.0,IMRA
