,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2021-03-31,20119000.0,,41857000.0,,54884000.0,53244000.0,132572000.0,59209000.0,59209000.0,,-1003000.0,,,,-13027000.0,313579000.0,254370000.0,181007000.0,-17352000.0,,54884000.0,54884000.0,APPS
2020-03-31,12018000.0,,3905000.0,,13900000.0,28443000.0,53673000.0,13212000.0,13212000.0,,-1003000.0,,,,-10375000.0,138715000.0,125503000.0,85042000.0,-9307000.0,-380000.0,14280000.0,13900000.0,APPS
2019-03-31,10876000.0,,-3833000.0,,-6010000.0,21244000.0,35565000.0,3445000.0,3445000.0,,-1120000.0,,,,469000.0,103569000.0,100124000.0,68004000.0,-7278000.0,-1708000.0,-4302000.0,-6010000.0,APPS
2018-03-31,9653000.0,,-20648000.0,,-52857000.0,21211000.0,25055000.0,-5809000.0,-5809000.0,,-2067000.0,,,,-951000.0,74751000.0,80560000.0,49696000.0,-14839000.0,-33160000.0,-19697000.0,-52857000.0,APPS
