,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2021-12-31,,,-234435000.0,,-234435000.0,52746000.0,202491000.0,-90508000.0,-90508000.0,,-144104000.0,,,,0.0,540786000.0,631294000.0,338295000.0,-143927000.0,,-234435000.0,-234435000.0,STNG
2020-12-31,,,94124000.0,,94124000.0,66187000.0,574185000.0,262180000.0,262180000.0,,-147493000.0,,,,0.0,915892000.0,653712000.0,341707000.0,-168056000.0,,94124000.0,94124000.0,STNG
2019-12-31,,,-48490000.0,,-48490000.0,62295000.0,399235000.0,129972000.0,129972000.0,,-181154000.0,,,,0.0,704325000.0,574353000.0,305090000.0,-178462000.0,,-48490000.0,-48490000.0,STNG
2018-12-31,,,-190071000.0,,-190071000.0,52272000.0,239809000.0,10814000.0,10814000.0,,-169637000.0,,,,0.0,585047000.0,574233000.0,345238000.0,-200885000.0,,-190071000.0,-190071000.0,STNG
