,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,1759000.0,,-83625000.0,,-81622000.0,9901000.0,-33465000.0,-45547000.0,-45547000.0,,-15000.0,,,,-2003000.0,827000.0,46374000.0,34292000.0,-38078000.0,,-81622000.0,-81622000.0,KDNY
2019-12-31,6026000.0,,-46519000.0,,-46519000.0,1799000.0,-10984000.0,-18809000.0,-18809000.0,,-33000.0,,,,0.0,0.0,18809000.0,10984000.0,-27710000.0,,-46519000.0,-46519000.0,KDNY
2018-12-31,3204000.0,,-4128000.0,,-4128000.0,804000.0,0.0,-4008000.0,-4008000.0,,-18000.0,,,,0.0,0.0,4008000.0,0.0,-120000.0,,-4128000.0,-4128000.0,KDNY
