,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2021-03-31,883000.0,,-20888000.0,,-20888000.0,16652000.0,836000.0,-18684000.0,-18684000.0,,-2546000.0,,,,0.0,15563000.0,34247000.0,14727000.0,-2204000.0,,-20888000.0,-20888000.0,ZEST
2020-03-31,2472000.0,,-12139000.0,,-12137000.0,7371000.0,322000.0,-9807000.0,-9807000.0,,-422000.0,,,,0.0,581000.0,10388000.0,259000.0,-2332000.0,2000.0,-12139000.0,-12137000.0,ZEST
2019-03-31,3320000.0,,-11405000.0,,-13650000.0,7834000.0,363000.0,-14148000.0,-14148000.0,,-417000.0,,,,2000.0,1062000.0,15210000.0,699000.0,2743000.0,-2243000.0,-11407000.0,-13650000.0,ZEST
2018-03-31,5576000.0,,-29269000.0,,-32836000.0,32451000.0,315000.0,-38387000.0,-38387000.0,,-55000.0,,,,22000.0,558000.0,38945000.0,243000.0,9118000.0,-3545000.0,-29291000.0,-32836000.0,ZEST
