,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,45698000.0,,10831000.0,,344965000.0,49974000.0,128317000.0,32645000.0,32645000.0,,-18147000.0,,,,-46228000.0,507059000.0,474414000.0,378742000.0,-21814000.0,287906000.0,57059000.0,344965000.0,MX
2019-12-31,45024000.0,,-18213000.0,,-21826000.0,47095000.0,116397000.0,24278000.0,24278000.0,,-22157000.0,,,,2200000.0,520671000.0,496393000.0,404274000.0,-42491000.0,-1413000.0,-20413000.0,-21826000.0,MX
2018-12-31,46044000.0,,-26856000.0,,-3900000.0,47712000.0,115648000.0,21892000.0,21892000.0,,-22006000.0,,,,-1079000.0,465425000.0,443533000.0,349777000.0,-48748000.0,21877000.0,-25777000.0,-3900000.0,MX
2017-12-31,70523000.0,,86091000.0,,84936000.0,81775000.0,187893000.0,35595000.0,35595000.0,,-21559000.0,,,,1155000.0,679672000.0,644077000.0,491779000.0,50496000.0,21877000.0,84936000.0,84936000.0,MX
