,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,49135000.0,,-16524000.0,,-18292000.0,376800000.0,406715000.0,-25911000.0,-25911000.0,6691000.0,-1157000.0,,,,1768000.0,1220222000.0,1246133000.0,813507000.0,9387000.0,,-18292000.0,-21492000.0,HUIZ
2019-12-31,33831000.0,,15025000.0,,14902000.0,323058000.0,363788000.0,1639000.0,1639000.0,5260000.0,-190000.0,,,,57000.0,993319000.0,991680000.0,629531000.0,13386000.0,,14968000.0,-25383000.0,HUIZ
2018-12-31,24944000.0,,3206000.0,542000.0,3152000.0,138654000.0,192431000.0,24792000.0,24792000.0,4041000.0,-27111000.0,,,,278000.0,508828000.0,484036000.0,316397000.0,-21586000.0,,2928000.0,-27524000.0,HUIZ
2017-12-31,50107000.0,,-96639000.0,734000.0,-97173000.0,145811000.0,98582000.0,-100301000.0,-100301000.0,2965000.0,-27111000.0,,,,406000.0,263332000.0,363633000.0,164750000.0,3662000.0,,-97045000.0,-75713000.0,HUIZ
