,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2021-03-31,12405000.0,,10076000.0,,9106000.0,169582000.0,222837000.0,28227000.0,28227000.0,,-12081000.0,,,,970000.0,649642000.0,621415000.0,426805000.0,-18151000.0,,9106000.0,9106000.0,CMCO
2020-03-31,11310000.0,,77156000.0,,59672000.0,168115000.0,286144000.0,93777000.0,93777000.0,,-14234000.0,,,,17484000.0,809162000.0,715385000.0,523018000.0,-16621000.0,,59672000.0,59672000.0,CMCO
2019-03-31,13491000.0,,52898000.0,,42577000.0,180903000.0,306470000.0,97176000.0,97176000.0,,-17144000.0,,,,10321000.0,876282000.0,779106000.0,569812000.0,-44278000.0,,42577000.0,42577000.0,CMCO
2018-03-31,13617000.0,,49685000.0,,22065000.0,185671000.0,282699000.0,67859000.0,67859000.0,,-19733000.0,,,,27620000.0,839419000.0,771560000.0,556720000.0,-18174000.0,,22065000.0,22065000.0,CMCO
