,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,7426727.0,,-9474175.0,,-9474175.0,2129437.0,0.0,-9556164.0,-9556164.0,,-120.0,,,,0.0,0.0,9556164.0,0.0,81989.0,,-9474175.0,-9474175.0,CELC
2019-12-31,6022171.0,,-7359364.0,,-7359364.0,1783130.0,0.0,-7805301.0,-7805301.0,,-159.0,,,,0.0,0.0,7805301.0,0.0,445937.0,,-7359364.0,-7359364.0,CELC
2018-12-31,6325995.0,,-7480815.0,,-7480815.0,1606543.0,0.0,-7932538.0,-7932538.0,,-111.0,,,,0.0,0.0,7932538.0,0.0,451723.0,,-7480815.0,-7480815.0,CELC
2017-12-31,4928972.0,,-6251730.0,,-6251730.0,1023973.0,0.0,-5952945.0,-5952945.0,,-451664.0,,,,0.0,0.0,5952945.0,0.0,-298785.0,,-6251730.0,-6251730.0,CELC
