,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,140102000.0,,748743000.0,,602739000.0,808021000.0,1801031000.0,796243000.0,796243000.0,,-38616000.0,,,,146004000.0,3085177000.0,2288934000.0,1284146000.0,-47500000.0,,602739000.0,602739000.0,MTD
2019-12-31,143950000.0,,681394000.0,,561109000.0,814383000.0,1741211000.0,733188000.0,733188000.0,,-37411000.0,,,,120285000.0,3008652000.0,2275464000.0,1267441000.0,-51794000.0,,561109000.0,561109000.0,MTD
2018-12-31,141071000.0,,651858000.0,,512611000.0,806602000.0,1684378000.0,689181000.0,689181000.0,,-34511000.0,,,,139247000.0,2935586000.0,2246405000.0,1251208000.0,-37323000.0,,512611000.0,512611000.0,MTD
2017-12-31,128308000.0,,574222000.0,,375972000.0,790861000.0,1575751000.0,613911000.0,613911000.0,,-32785000.0,,,,198250000.0,2725053000.0,2111142000.0,1149302000.0,-39689000.0,,375972000.0,375972000.0,MTD
