,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,,,29883000.0,209279000.0,18816000.0,3101000.0,-453000.0,-12469000.0,-12469000.0,8915000.0,-180000.0,,,,9374000.0,18983000.0,31452000.0,19436000.0,42352000.0,-632000.0,20509000.0,18816000.0,AC
2019-12-31,,,57223000.0,51388000.0,39188000.0,5713000.0,-1605000.0,-13260000.0,-13260000.0,5942000.0,-216000.0,,,,12627000.0,22205000.0,35465000.0,23810000.0,70483000.0,-1890000.0,44596000.0,39188000.0,AC
2018-12-31,,,-68861000.0,49800000.0,-58099000.0,5713000.0,-3828000.0,-13480000.0,-13480000.0,9652000.0,-262000.0,,,,-11478000.0,22779000.0,36259000.0,26607000.0,-55381000.0,-1890000.0,-57383000.0,-58099000.0,AC
2017-12-31,,,6264000.0,46230000.0,8837000.0,713000.0,-9608000.0,-20386000.0,-20386000.0,10065000.0,-227000.0,,,,-2420000.0,26915000.0,47301000.0,36523000.0,26650000.0,-1890000.0,8684000.0,8837000.0,AC
