,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,,,-9392000.0,,-10640000.0,28611000.0,47616000.0,0.0,13861000.0,5144000.0,,,,,1248000.0,47616000.0,33755000.0,0.0,-23253000.0,,-10640000.0,-10640000.0,CBFV
2019-12-31,,,16056000.0,,14327000.0,27363000.0,50981000.0,0.0,18491000.0,5127000.0,,,,,1729000.0,50981000.0,32490000.0,0.0,-2435000.0,,14327000.0,14327000.0,CBFV
2018-12-31,,,8590000.0,,7052000.0,25977000.0,43584000.0,0.0,11690000.0,5917000.0,,,,,1538000.0,43584000.0,31894000.0,0.0,-3100000.0,,7052000.0,7052000.0,CBFV
2017-12-31,,,9818000.0,,6944000.0,19677000.0,34933000.0,0.0,10733000.0,4523000.0,,,,,2874000.0,34933000.0,24200000.0,0.0,-915000.0,,6944000.0,6944000.0,CBFV
