,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,6648000.0,,-24620000.0,,-24620000.0,2818000.0,0.0,-9466000.0,-9466000.0,,-6847000.0,,,,0.0,0.0,9466000.0,0.0,-15154000.0,,-24620000.0,-24620000.0,OCUP
2019-12-31,2373000.0,,-6169000.0,,-6169000.0,1820000.0,0.0,-4193000.0,-4193000.0,,-1409000.0,,,,0.0,0.0,4193000.0,0.0,-1976000.0,,-6169000.0,-6169000.0,OCUP
2018-12-31,555951.0,,-1626871.0,,-1626871.0,743279.0,0.0,-1299230.0,-1299230.0,,-196506.0,,,,0.0,0.0,1299230.0,0.0,-327641.0,,-1626871.0,-1626871.0,OCUP
