,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,355784000.0,,-18452000.0,,-17507000.0,472688000.0,808219000.0,-20253000.0,-20253000.0,,-3432000.0,,,,-945000.0,1778388000.0,1798641000.0,970169000.0,1801000.0,,-17507000.0,-17507000.0,ROKU
2019-12-31,265011000.0,,-60919000.0,,-59937000.0,295272000.0,495224000.0,-65059000.0,-65059000.0,,-2366000.0,,,,-982000.0,1128921000.0,1193980000.0,633697000.0,4140000.0,,-59937000.0,-59937000.0,ROKU
2018-12-31,170692000.0,,-9333000.0,,-8857000.0,174752000.0,332148000.0,-13296000.0,-13296000.0,,-346000.0,,,,-476000.0,742506000.0,755802000.0,410358000.0,3963000.0,,-8857000.0,-8857000.0,ROKU
2017-12-31,107945000.0,,-63194000.0,,-63509000.0,111504000.0,199833000.0,-19616000.0,-19616000.0,,-1612000.0,,,,315000.0,512763000.0,532379000.0,312930000.0,-43578000.0,,-63509000.0,-63509000.0,ROKU
