,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2020-12-31,,,-312154000.0,68016000.0,-298566000.0,242161000.0,2524721000.0,2282560000.0,2282560000.0,,-1248225000.0,,,,-17231000.0,4493629000.0,2211069000.0,1968908000.0,-2594714000.0,,-294923000.0,-298566000.0,AER
2019-12-31,,,1334491000.0,67308000.0,1145694000.0,267458000.0,2973269000.0,2705811000.0,2705811000.0,,-1295020000.0,,,,167714000.0,4937340000.0,2231529000.0,1964071000.0,-1371320000.0,,1166777000.0,1145694000.0,AER
2018-12-31,,,1161576000.0,52566000.0,1015632000.0,305226000.0,2674419000.0,2369193000.0,2369193000.0,-61564000.0,-1174074000.0,,,,144079000.0,4799980000.0,2430787000.0,2125561000.0,-1207617000.0,,1017497000.0,1015632000.0,AER
2017-12-31,,,1245071000.0,59104000.0,1076151000.0,348291000.0,2772445000.0,2424154000.0,2424154000.0,-61564000.0,-1112391000.0,,,,164718000.0,5037493000.0,2613339000.0,2265048000.0,-1179083000.0,,1080353000.0,1076151000.0,AER
