,Research Development,Effect Of Accounting Charges,Income Before Tax,Minority Interest,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Other Operating Expenses,Interest Expense,Extraordinary Items,Non Recurring,Other Items,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Discontinued Operations,Net Income From Continuing Ops,Net Income Applicable To Common Shares,ABV
2021-01-30,,,-35073000.0,-13583000.0,-26483000.0,1868614000.0,2116338000.0,246924000.0,246924000.0,,-219083000.0,,,,-3337000.0,4920202000.0,4673278000.0,2803864000.0,-281997000.0,,-31736000.0,-26483000.0,WOOF
2020-02-01,,,-139642000.0,-8330000.0,-95873000.0,1771219000.0,1906519000.0,134300000.0,134300000.0,,-253018000.0,,,,-35658000.0,4434514000.0,4300214000.0,2527995000.0,-273942000.0,,-103984000.0,-95873000.0,WOOF
2019-02-02,,,-459628000.0,-8330000.0,-413788000.0,1727087000.0,1904839000.0,162252000.0,162252000.0,,-243744000.0,,,,-45840000.0,4392173000.0,4229921000.0,2487334000.0,-621880000.0,,-413788000.0,-413788000.0,WOOF
