contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ABV
DOMA220218P00002500,2022-01-25 15:17:12+00:00,2.5,0.05,0.0,0.05,0.0,0.0,1,69,1.3437532812499997,False,REGULAR,USD,DOMA
DOMA220218P00005000,2022-02-03 18:55:01+00:00,5.0,1.28,1.05,1.45,0.23000002,21.904764,3,146,0.7812521875,True,REGULAR,USD,DOMA
DOMA220218P00007500,2022-01-26 15:56:36+00:00,7.5,3.74,3.5,3.9,0.0,0.0,6,52,2.80469048828125,True,REGULAR,USD,DOMA
DOMA220218P00010000,2022-01-26 14:30:14+00:00,10.0,6.18,5.9,6.7,0.0,0.0,1,1,2.81250296875,True,REGULAR,USD,DOMA
