contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,ABV
GERN220916P00001000,2022-01-26 22:59:01+00:00,1.0,0.2,0.1,0.3,0.0,0.0,,1,0.6875031250000001,False,REGULAR,USD,GERN
GERN220916P00001500,2022-02-02 15:32:03+00:00,1.5,0.55,0.5,1.0,0.0,0.0,10.0,13,1.2851598242187499,True,REGULAR,USD,GERN
